gene_id,Pact19_S118_R1.gtf,Pact20_S119_R1.gtf,Pact21_S120_R1.gtf,Pact29_S121_R1.gtf,Pact30_S122_R1.gtf,Pact31_S123_R1.gtf,Pact39_S124_R1.gtf,Pact40_S125_R1.gtf,Pact41_S126_R1.gtf,Pact49_S127_R1.gtf,Pact50_S128_R1.gtf,Pact51_S129_R1.gtf,Pact59_S130_R1.gtf,Pact60_S131_R1.gtf,Pact66_S132_R1.gtf,Pact67_S133_R1.gtf,Pact68_S134_R1.gtf,Pact69_S135_R1.gtf
Pocillopora_acuta_HIv1_PredGene_g11484.t1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25770.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_18104_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25770.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25770.t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2362.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4987.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2908.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26675.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13776.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24942.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15363.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.395,9,2,1,7,3,0,0,0,3,0,3,4,0,0,4,0,6,0
Pocillopora_acuta_HIv1_PredGene_g12361.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13640.t1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13920.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_10950_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14988.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29617.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24343.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28333.t1,0,11,5,0,10,14,11,14,6,0,13,11,7,0,13,0,9,0
Pocillopora_acuta_HIv1_PredGene_g28668.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30788.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16379.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12300.t1,0,6,6,5,3,0,0,0,5,0,0,0,0,0,8,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22092.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31315.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2099.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.11054,115,75,94,99,74,77,77,58,87,66,47,88,74,70,28,44,61,39
Pocillopora_acuta_HIv1_PredGene_g22304.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25835.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21569.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_7700_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_20978_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1031.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8079.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13642.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21508.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13922.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3718.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17194.t1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1
Pocillopora_acuta_HIv1_PredGene_g14937.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2756.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_16463_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28331.t1,0,0,0,0,0,6,0,0,0,4,0,0,14,0,0,16,0,21
Pocillopora_acuta_HIv1_PredGene_g5842.t1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11306.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17196.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12939.t1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16910.t2,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32156.t1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22306.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2992,6,0,4,3,6,5,5,5,4,3,0,1,2,4,4,3,4,4
Pocillopora_acuta_HIv1_PredGene_22532_t,0,69,32,82,81,70,91,89,27,96,83,0,55,55,76,0,53,52
STRG.9962,10,27,17,31,11,39,11,13,25,14,20,23,33,48,57,46,63,43
STRG.9961,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STRG.9960,11,2,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0
STRG.9967,407,0,345,221,289,174,260,262,325,239,233,187,188,185,106,95,148,99
STRG.9966,411,283,258,224,281,288,406,332,392,344,328,257,368,278,214,212,250,191
STRG.9965,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
STRG.9964,16,18,10,31,12,24,25,13,34,34,0,18,22,11,13,20,33,17
STRG.9969,265,51,217,63,239,96,224,185,190,188,224,176,107,168,152,179,178,84
STRG.9968,9,0,4,4,3,0,0,0,0,0,9,4,0,7,0,5,4,0
Pocillopora_acuta_HIv1_PredGene_g20052.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33101.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32903.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5185.t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24998.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
Pocillopora_acuta_HIv1_PredGene_g638.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4733.t1,0,3,0,0,7,0,3,0,0,3,5,4,0,5,0,2,0,4
Pocillopora_acuta_HIv1_PredGene_g2133.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15497.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2990,5,0,0,5,7,0,0,2,0,9,0,0,3,4,4,0,0,5
Pocillopora_acuta_HIv1_PredGene_g26258.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5196,6,7,6,3,0,0,11,3,5,15,7,0,5,3,0,0,9,0
STRG.5197,63,24,36,15,49,33,47,52,58,66,43,50,44,48,59,78,69,44
Pocillopora_acuta_HIv1_PredGene_g32901.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5195,11,0,0,0,4,0,10,0,9,0,5,0,0,3,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26436.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21337.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5190,41,11,36,29,42,21,50,25,53,35,46,34,28,36,15,20,15,7
STRG.5191,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13887.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5198,14,0,10,0,20,0,10,16,7,0,8,11,9,6,0,0,0,0
STRG.5199,2,0,3,3,2,0,0,2,2,5,0,0,3,0,3,2,0,2
Pocillopora_acuta_HIv1_PredGene_g19307.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4829,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
STRG.4828,9,10,4,9,10,9,6,9,15,8,9,8,13,6,5,15,15,10
Pocillopora_acuta_HIv1_PredGene_g32595.t1,0,13,0,10,11,15,0,0,0,9,14,0,13,6,13,0,13,0
STRG.4825,4,0,6,6,0,0,0,0,0,0,7,0,0,0,0,0,8,0
STRG.4824,22,11,20,22,22,24,17,32,28,25,18,15,20,22,13,21,20,13
STRG.4827,3,2,3,2,6,3,1,2,2,2,2,1,0,2,0,2,3,2
STRG.4826,4,3,6,3,5,2,4,5,6,5,5,2,5,8,2,2,4,2
STRG.4821,4,2,3,3,5,1,0,1,2,2,5,0,1,2,0,4,2,2
STRG.4820,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4823,6,3,7,5,5,0,0,0,0,0,6,7,0,3,3,0,7,0
STRG.4822,4,0,0,3,4,2,4,9,0,3,3,2,3,2,0,2,0,4
Pocillopora_acuta_HIv1_PredGene_g20286.t2,0,0,16,0,0,14,0,0,9,18,16,0,0,11,0,0,0,5
Pocillopora_acuta_HIv1_PredGene_g9747.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25118.t2,0,0,74,21,0,39,12,42,7,22,0,26,0,0,50,0,0,21
Pocillopora_acuta_HIv1_PredGene_g2131.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9707.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11770.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25772.t1,0,2,0,2,0,2,2,0,0,0,0,2,0,0,1,0,0,0
STRG.5448,15,0,0,15,29,10,21,18,19,21,25,11,16,0,16,23,13,8
STRG.5449,9,9,0,0,8,10,9,11,0,0,0,0,0,0,8,0,7,0
STRG.9349,2,2,0,2,3,3,1,3,2,3,2,0,3,0,0,3,0,2
STRG.9348,6,6,6,11,7,7,5,7,4,6,9,0,7,0,8,6,8,3
STRG.9347,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5445,2,0,1,0,0,1,0,2,0,3,0,0,2,0,0,0,0,0
STRG.5446,203,103,150,127,156,113,142,142,160,182,147,129,152,142,115,124,134,104
STRG.5447,10,0,0,0,9,5,3,0,6,0,0,5,6,3,8,4,9,0
STRG.9343,10,10,10,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0
STRG.9342,15,9,6,16,11,11,18,10,9,12,14,11,12,7,5,5,10,6
STRG.5442,7,4,15,3,7,6,10,11,9,6,4,0,7,9,0,0,0,0
STRG.9340,16,0,0,7,9,0,0,0,5,0,0,0,0,0,0,7,0,0
Pocillopora_acuta_HIv1_PredGene_g23599.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13630.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18653.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23714.t1,0,0,0,0,0,0,0,0,5,0,0,0,8,0,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26383.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.297,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27587.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2874,133,103,102,111,117,115,72,70,95,51,49,58,85,73,55,83,67,46
STRG.2875,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
STRG.2876,13,0,0,0,0,0,7,8,0,0,13,7,0,0,0,0,0,0
STRG.2877,68,26,32,39,39,40,45,30,37,35,39,23,45,26,29,25,35,22
STRG.2870,17,0,21,17,22,6,14,15,8,16,7,8,15,14,8,4,15,3
STRG.2871,16,11,14,10,14,12,13,8,24,13,16,8,17,12,13,20,14,7
STRG.2872,20,20,0,26,0,22,12,10,0,17,14,12,20,18,15,16,13,0
STRG.2873,3,0,7,0,3,2,0,5,3,0,0,3,0,0,0,4,3,0
Pocillopora_acuta_HIv1_PredGene_g26434.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26235.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13095.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2879,9,11,10,10,10,5,8,5,10,13,7,0,13,8,0,16,4,0
Pocillopora_acuta_HIv1_PredGene_g13095.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g279.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13885.t1,0,0,5,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_7629_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8843.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7118,9,4,5,4,5,6,2,3,5,4,11,3,2,2,1,3,3,5
Pocillopora_acuta_HIv1_PredGene_g12675.t1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14040.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5623,13,0,0,0,0,0,0,0,0,7,4,5,0,0,0,3,0,0
STRG.2759,8,6,0,7,0,8,0,0,9,5,0,3,8,0,5,3,0,0
Pocillopora_acuta_HIv1_PredGene_g14921.t1,0,5,0,0,0,0,0,0,7,4,0,3,0,0,4,0,6,5
Pocillopora_acuta_HIv1_PredGene_g1199.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18420.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.294,69,31,40,41,54,66,50,48,56,73,60,55,62,27,83,61,57,50
Pocillopora_acuta_HIv1_PredGene_g18651.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19026.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15277.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g8777.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6740.t1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STRG.4319,101,42,46,40,55,47,70,63,64,88,66,54,63,71,45,36,57,24
STRG.4318,12,13,11,6,8,9,10,8,14,8,12,5,12,9,10,8,8,7
STRG.4317,7,2,2,4,0,4,0,5,4,0,7,3,5,0,2,2,5,0
Pocillopora_acuta_HIv1_PredGene_g3758.t1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
STRG.4315,29,5,20,16,32,22,39,25,17,21,19,20,27,37,33,37,31,18
STRG.4314,97,0,83,0,85,54,68,71,79,79,109,57,90,0,55,49,55,0
STRG.4313,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
STRG.4312,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
STRG.4311,24,13,19,16,24,13,12,13,16,17,20,14,12,5,8,8,15,8
STRG.4310,2,1,0,1,2,1,3,4,2,2,2,3,1,3,0,3,1,1
Pocillopora_acuta_HIv1_PredGene_g23480.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26237.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5163,50,22,30,26,64,36,41,27,23,48,25,31,52,26,9,40,45,16
Pocillopora_acuta_HIv1_PredGene_g14657.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_15172_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26451.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6915.t1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32435.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_28780_t,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3779.t1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_26869_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27163.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5162,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31782.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31782.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.10188,7,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7136,1340,670,844,788,899,929,1229,1141,1180,1031,930,791,980,857,380,645,909,585
Pocillopora_acuta_HIv1_PredGene_g23482.t1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14672.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g28430.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_29465_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31433.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.8928,5,0,0,0,0,0,0,0,4,0,8,4,0,2,0,0,7,0
STRG.8929,9,10,0,9,0,0,12,0,0,0,10,11,0,0,10,0,14,9
Pocillopora_acuta_HIv1_PredGene_g12820.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25645.t1,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0
STRG.7756,3,0,0,0,0,3,0,4,3,4,0,0,0,0,0,0,0,0
STRG.8925,42,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
STRG.8926,74,41,57,51,57,48,37,60,53,41,49,59,43,39,40,33,44,23
Pocillopora_acuta_HIv1_PredGene_g6742.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7752,44,10,72,15,98,21,77,62,68,100,81,76,64,89,41,84,96,36
STRG.8921,13,6,6,0,3,7,0,0,12,14,10,0,9,0,0,8,9,0
STRG.8922,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
STRG.8923,72,61,57,81,58,98,29,46,40,62,48,58,79,43,100,88,63,90
STRG.5160,7,0,0,7,0,6,5,5,5,0,3,3,0,0,0,5,7,0
Pocillopora_acuta_HIv1_PredGene_g30354.t1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3048,9,12,12,19,12,21,8,16,16,11,19,10,11,8,20,11,17,0
Pocillopora_acuta_HIv1_PredGene_g4133.t1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0
STRG.3046,4,0,0,0,3,2,2,3,3,0,0,3,0,2,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g28411.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3044,2,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
STRG.3045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3042,4,0,3,4,4,4,3,5,6,6,3,2,3,2,0,2,0,1
STRG.3043,3,0,4,3,3,0,2,0,5,2,3,2,0,0,0,0,3,0
STRG.3040,6,6,10,8,0,8,6,9,7,7,5,9,7,3,4,5,10,2
STRG.3041,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13030.t1,0,0,0,0,0,0,11,0,14,11,9,6,0,0,12,9,11,0
Pocillopora_acuta_HIv1_PredGene_29944_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14655.t1,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,7,0,0
Pocillopora_acuta_HIv1_PredGene_g17810.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14687.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2109.t1,0,7,0,0,0,3,0,2,4,2,1,0,10,0,0,0,6,8
Pocillopora_acuta_HIv1_PredGene_g21971.t1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.7135,138,302,129,312,221,415,124,92,127,145,97,110,406,189,494,407,416,348
Pocillopora_acuta_HIv1_PredGene_g32410.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25818.t1,0,0,0,14,3,0,0,8,0,3,0,0,0,0,0,4,0,0
Pocillopora_acuta_HIv1_PredGene_g289.t1,0,0,7,9,0,0,0,0,0,15,0,7,0,3,0,14,0,0
Pocillopora_acuta_HIv1_PredGene_g17831.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9564,6,0,10,0,21,0,16,12,12,22,29,21,7,8,0,5,10,4
Pocillopora_acuta_HIv1_PredGene_g4965.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31714.t1,0,0,9,5,0,0,0,0,5,2,0,6,10,5,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g21234.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9162.t1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30356.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9563,42,35,0,29,35,32,51,62,68,61,46,53,61,34,16,32,64,44
Pocillopora_acuta_HIv1_PredGene_g32597.t1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,3,2,4
STRG.2053,45,35,24,51,40,35,35,39,39,63,55,52,68,46,46,35,79,42
STRG.2050,66,50,69,54,49,46,76,75,92,63,61,61,66,44,54,54,79,40
Pocillopora_acuta_HIv1_PredGene_g10837.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26699.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6401,2,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2
STRG.6400,5,0,0,3,0,0,4,0,0,0,0,5,5,0,0,0,3,3
STRG.6403,487,349,285,469,394,446,227,283,208,414,272,263,313,247,288,469,374,207
STRG.6402,44,9,31,12,37,13,21,32,23,41,25,33,29,25,12,13,17,0
STRG.6405,182,74,68,110,92,134,80,69,88,74,73,67,123,98,107,126,103,62
STRG.6404,16,0,14,0,12,0,15,16,0,12,12,12,22,12,0,8,19,14
STRG.6407,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6406,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6409,13,0,0,0,5,6,10,3,8,6,6,13,0,6,0,0,0,2
STRG.6408,3,4,4,3,5,3,3,7,8,4,9,7,5,4,2,2,2,1
Pocillopora_acuta_HIv1_PredGene_g22917.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17424.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2311,13,0,13,7,8,7,9,6,0,0,7,5,0,0,0,6,7,0
STRG.2310,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,0,0,1
STRG.2313,6,7,9,0,9,0,0,0,6,0,10,0,4,4,6,0,10,0
